gsc_reason,url,gsc_last_crawled,page_type,current_outcome,http_status,redirect_location,self_canonical,sitemap_segment,sitemap_last_modified,indexable,initial_html_useful,initial_html_evidence,visible_inbound_count,visible_inbound_depth,visible_inbound_sources,publication_or_update_evidence,pub_tier,verification_age,price_complete,happy_hour_complete,description_available,legitimacy,suburb_total_pubs,suburb_legitimate_pubs,suburb_indexable_pubs,suburb_current_price_count,suburb_current_price_coverage
Crawled — currently not indexed,https://perthpintprices.com/west-leederville/exchange-bar,2026-07-06,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:48:18.611Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/happy-hour; /west-leederville; /west-leederville/back-bar; /west-leederville/leederville-sporting-club-inc; /west-leederville/otherside-of-nowhere,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth/18-knots-rooftop-bar,2026-07-05,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-06-03T00:36:52.323Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,81,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday; /perth; /perth-cbd/bobs-bar; /perth-cbd/petition-brewery; /perth-cbd/sentinel-bar; /perth-cbd/the-reveley; /perth/399-small-bar; … 69 more measured sources,n/a,A,47d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth-cbd/varnish-on-king,2026-07-05,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:07.526Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,2,0 (no rendered path from homepage),/perth-cbd; /perth/ferrara-karaoke-bar,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/leederville/the-garden,2026-07-05,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:12:11.491Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,12,0 (no rendered path from homepage),/happy-hour; /leederville; /leederville/back-lot-perth; /leederville/fibber-mcgees; /leederville/leederville-hotel; /leederville/naber-bar-leederville; /leederville/niche-bar; /leederville/pinchos-bar-de-tapas; /leederville/powells-fromagerie-and-wine-bar; /leederville/robert-s-on-oxford; /leederville/the-whippet-club; /west-leederville/nowhereman-brewing,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/mount-hawthorn/pirate-bar,2026-07-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:47:30.538Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,10,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/saturday; /happy-hour/sunday; /happy-hour/thursday; /happy-hour/wednesday; /mount-hawthorn; /mount-hawthorn/little-brother-small-bar; /north-perth/charles-hotel; /north-perth/yokine-districts-bowling-club,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/leederville/niche-bar,2026-07-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-03-02T01:04:13.840Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /leederville; /leederville/hippie-club; /leederville/purple-club; /leederville/the-manor; /west-leederville/exchange-bar; /west-leederville/otherside-of-nowhere,n/a,A,140d,yes,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/joondalup/paddy-malones,2026-07-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:46:41.457Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,10,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday; /joondalup; /joondalup/frequency-nightclub; /joondalup/risq-small-bar; /joondalup/varsity-joondalup,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth-cbd/the-reveley,2026-07-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:07.526Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,10,0 (no rendered path from homepage),/happy-hour; /perth-cbd; /perth-cbd/petition-beer-corner; /perth-cbd/petition-brewery; /perth/6-degrees-bar; /perth/oyster-bar-elizabeth-quay; /perth/songbird-bar; /perth/the-island-at-elizabeth-quay; /perth/the-moonlight-express; /pubs-near-elizabeth-quay,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/guides/cozy-corners,2026-07-04,guide,current eligible; report cohort may lag current state,200,,yes,content,2026-06-28T21:07:09.000Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=24; methodology=no,1,0 (no rendered path from homepage),/discover,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/beechboro/beeches-tavern,2026-07-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:16:01.719Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=15; methodology=no,3,0 (no rendered path from homepage),/beechboro; /beechboro/altone-park-golf-course; /beechboro/springs-tavern,n/a,A,153d,yes,no,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/beechboro/springs-tavern,2026-07-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:16:01.719Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=15; methodology=no,3,0 (no rendered path from homepage),/beechboro; /beechboro/altone-park-golf-course; /beechboro/beeches-tavern,n/a,A,153d,no,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/mount-helena/mount-helena-tavern,2026-07-03,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:46:41.457Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=12; methodology=no,4,0 (no rendered path from homepage),/happy-hour/sunday; /happy-hour/thursday; /happy-hour/wednesday; /mount-helena,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/woodvale/the-woodvale-tavern,2026-07-03,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:41.704Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=14; methodology=no,2,0 (no rendered path from homepage),/craigie/the-craigie-tavern; /woodvale,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/craigie/the-craigie-tavern,2026-07-03,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:41.704Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=15; methodology=no,3,0 (no rendered path from homepage),/craigie; /ocean-reef/beldon-tavern; /woodvale/the-woodvale-tavern,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/southern-river/brooklands-tavern,2026-07-03,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:45:51.430Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=15; methodology=no,4,0 (no rendered path from homepage),/canning-vale/gosnells-golf-club; /happy-hour; /southern-river; /southern-river/chimek-southern-river,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/bassendean/down-the-road-bar-and-grill,2026-07-03,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:16:01.719Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,6,0 (no rendered path from homepage),/bassendean; /bassendean/4-mates-bar-and-grill-bassendean; /bassendean/bertie; /bassendean/caravan-and-tonic; /bassendean/kuala-lumpur-cocktail-cafe; /happy-hour,n/a,A,153d,yes,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/burswood/blasta-brewing,2026-07-02,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:34.454Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,7,0 (no rendered path from homepage),/burswood; /burswood/blasta-collective; /burswood/crown-nightclub; /burswood/fusion-bar; /burswood/rocky-ridge-burswood; /lathlain/empire-bar; /rivervale/w-xyz-bar,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/fremantle/gage-roads-freo-brewery,2026-07-02,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:45:51.430Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,4,0 (no rendered path from homepage),/fremantle; /fremantle/freo-harbour-bar; /fremantle/gage-roads-brew-co; /fremantle/quay-inn-licensed-bar,n/a,B,unknown,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/fremantle/running-with-thieves,2026-07-02,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,6,0 (no rendered path from homepage),/fremantle; /fremantle/big-easy-south-freo; /fremantle/percy-flint; /fremantle/the-local-hotel; /south-fremantle/pretty-penny-taphouse; /student-pints-perth,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/scarborough/indi-bar,2026-07-01,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:15:13.252Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,7,0 (no rendered path from homepage),/scarborough; /scarborough/alchemy-brew-house; /scarborough/brighton-wine-bar; /scarborough/little-wave-scarborough; /scarborough/scarborough-lemonade-stand; /scarborough/skol; /scarborough/white-sands-tavern,n/a,A,153d,yes,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/rockingham/the-sporting-globe-rockingham,2026-06-30,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:07.526Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/cooloongup/nags-head-tavern; /rockingham; /rockingham/leisure-inn; /rockingham/sidelines-sports-bar; /rockingham/the-swinging-pig,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/carlisle/the-carlisle-hotel,2026-06-30,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:07.526Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,3,0 (no rendered path from homepage),/carlisle; /lathlain/cosy-dels; /student-pints-perth,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/mount-lawley/the-elford,2026-06-30,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-03-02T01:04:13.840Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,11,0 (no rendered path from homepage),/happy-hour; /mount-lawley; /mount-lawley/4-mates-bar-and-grill-mt-lawley; /mount-lawley/bar-vino; /mount-lawley/defectors-bar; /mount-lawley/dirty-habit-mtlawley; /mount-lawley/grilld-burgers-mt-lawley; /mount-lawley/inglewood-bowling-and-sports-club; /mount-lawley/piazza-bar-ristorante; /mount-lawley/testun-bar; /north-perth/rosemount-hotel,n/a,A,140d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/mindarie/indian-ocean-brewing-company,2026-06-30,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:15:13.252Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,6,0 (no rendered path from homepage),/clarkson/on-the-border; /mindarie; /mindarie/cabana-pool-bar; /mindarie/life-boat; /mindarie/sistas-mindarie; /mindarie/the-boat-mindarie,n/a,A,153d,yes,no,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/northbridge/the-standard,2026-06-24,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,11,0 (no rendered path from homepage),/happy-hour; /northbridge; /northbridge/bangkok-brothers-northbridge; /northbridge/northbridge-brewing-company; /northbridge/pleased-to-meet-you; /northbridge/sneaky-tonys; /northbridge/tiki-as-fk; /perth-cbd/the-aviary; /perth-cbd/the-flour-factory; /perth-cbd/the-royal; /perth-cbd/the-stables-bar,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth-cbd/gramercy-bar-kitchen,2026-06-22,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-03-02T01:04:13.840Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/happy-hour; /perth-cbd; /perth-cbd/bobeche; /perth-cbd/petition-beer-corner; /perth/gramercy-bar-and-kitchen,n/a,A,140d,yes,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/fremantle/the-arbor,2026-06-22,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-03-02T01:04:13.840Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,14,0 (no rendered path from homepage),/fremantle; /fremantle/fremantle-public-golf-course; /fremantle/gimlet; /fremantle/handc-urban-winery; /fremantle/lchaim-bar; /fremantle/maltn-gold-small-bar; /fremantle/moon-and-mary; /fremantle/old-courthouse-fremantle; /fremantle/royal-fremantle-golf-club; /fremantle/the-norfolk-hotel; /fremantle/the-odd-fellow-bar; /fremantle/the-wray-hotel; … 2 more measured sources,n/a,A,140d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/cannington/waverley-brewhouse,2026-06-04,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:07.526Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,7,0 (no rendered path from homepage),/cannington; /cannington/box-1-bar-and-restaurant; /cannington/china-bar-cannington; /cannington/grilld-carousel; /cannington/tgi-fridays-carousel; /cannington/varsity-cannington; /happy-hour,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/northbridge/edward-idas,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-22T02:05:14.271Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/northbridge; /northbridge/ambassador-bar; /northbridge/bar-399; /northbridge/glastonburys-bar-and-kitchen; /northbridge/no-mafia,n/a,B,148d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth/gramercy-bar-and-kitchen,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:47:30.538Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/happy-hour; /happy-hour/monday; /perth; /perth/my-place-bar; /perth/the-loft-lounge-and-bar,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/swan-valley/feral-brewing-company,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:34.454Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/baskerville/baskerville-tavern; /swan-valley; /swan-valley/homestead-brewery; /swan-valley/mandoon-estate-brewery; /swan-valley/txoko-brewing,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/fremantle/whisper-wine-bar,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,8,0 (no rendered path from homepage),/fremantle; /fremantle/aussie-ribs-fremantle; /fremantle/grilld-fremantle; /fremantle/little-creatures; /fremantle/metropolis-fremantle; /fremantle/patio-bar; /fremantle/the-flaming-galah-freo; /fremantle/the-poolside-bar,n/a,A,153d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/east-fremantle/the-left-bank,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:41.704Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,8,0 (no rendered path from homepage),/east-fremantle; /east-fremantle/bar-and-courtyard-tradewinds-hotel; /east-fremantle/carnabys-cafe-bar-and-restaurant; /east-fremantle/sweetwater-rooftop-bar; /fremantle/jetty-bar-and-eats; /happy-hour; /mosman-park/8-knots-tavern; /student-pints-perth,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/gidgegannup/noble-falls-tavern,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-06-02T05:22:00.218Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=12; methodology=no,1,0 (no rendered path from homepage),/gidgegannup,n/a,A,48d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/fremantle/clancys-fish-pub,2026-05-23,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:12:11.491Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,9,0 (no rendered path from homepage),/east-fremantle/the-left-bank; /fremantle; /fremantle/sail-and-anchor; /fremantle/strange-company; /fremantle/the-arbor; /fremantle/the-national-hotel; /fremantle/whisper-wine-bar; /guides/dad-bar; /happy-hour,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/leederville/the-oxford-hotel,2026-05-22,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-03-02T01:04:13.840Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,4,0 (no rendered path from homepage),/happy-hour; /leederville; /leederville/zaluna; /mount-hawthorn/casa-perth,n/a,A,140d,yes,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/subiaco/juanitas,2026-05-19,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/happy-hour; /perth-cbd/the-unicorn-bar; /student-pints-perth; /subiaco; /subiaco/hippo-bar,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/cottesloe/cottesloe-beach-hotel,2026-05-19,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:41.704Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,8,0 (no rendered path from homepage),/cottesloe; /cottesloe/il-lido-italian-canteen; /cottesloe/indigo-oscar; /cottesloe/ocean-beach-hotel; /cottesloe/sea-view-golf-club; /guides/sunset-sippers; /happy-hour; /swanbourne/swanbourne-surf-club,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth-cbd/the-stables-bar,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,23,0 (no rendered path from homepage),/happy-hour; /insights/venue-breakdown; /perth-cbd; /perth-cbd/baha; /perth-cbd/bobs-bar; /perth-cbd/city-beer-hall-perth; /perth-cbd/durty-nellys-irish-pub; /perth-cbd/faradays-perth; /perth-cbd/flight-club; /perth-cbd/ivy-jack; /perth-cbd/mad-dogs-jungle-bar; /perth-cbd/nine-marys; … 11 more measured sources,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/warnbro/warnbro-tavern,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:16:26.617Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=12; methodology=no,1,0 (no rendered path from homepage),/warnbro,n/a,A,153d,yes,yes,yes,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth-cbd/the-flour-factory,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,17,0 (no rendered path from homepage),/happy-hour; /insights/venue-breakdown; /perth-cbd; /perth-cbd/bobs-bar; /perth-cbd/durty-nellys-irish-pub; /perth-cbd/gramercy-bar-kitchen; /perth-cbd/ivy-jack; /perth-cbd/print-hall; /perth-cbd/sentinel-bar; /perth-cbd/the-aviary; /perth-cbd/the-generous-squire; /perth-cbd/the-reveley; … 5 more measured sources,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/subiaco/the-village-bar,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:13:16.615Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,8,0 (no rendered path from homepage),/happy-hour; /perth-cbd/the-unicorn-bar; /student-pints-perth; /subiaco; /subiaco/bark; /subiaco/juanitas; /subiaco/subiaco-bar-bistro; /wembley/the-wembley-hotel,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/success/the-gate-bar-and-bistro,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-03-02T01:04:13.840Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,7,0 (no rendered path from homepage),/cockburn-central/io-e-te-pizzeria-e-ristorante; /cockburn-central/the-local-house-bar-and-grill; /happy-hour; /student-pints-perth; /success; /success/lone-star-rib-house-cockburn; /success/majestic-india,n/a,A,140d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth/chelsea-social-bar-and-restaurant,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:47:54.472Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,11,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday; /perth; /perth-cbd/murray-mews; /perth/belgian-beer-cafe; /perth/ferrara-karaoke-bar; /perth/reyes-lounge,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth/brown-street-grill,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-27T05:47:54.472Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,5,0 (no rendered path from homepage),/east-perth/sangria-on-swan; /east-perth/the-claisebrook-bar; /east-perth/the-royal-on-the-waterfront; /happy-hour; /perth,n/a,A,unknown,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/perth-cbd/tinys,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-22T02:05:14.271Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,10,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/thursday; /happy-hour/wednesday; /perth-cbd; /perth-cbd/city-beer-hall-perth; /perth-cbd/mad-dogs-jungle-bar; /perth-cbd/miss-chows-on-the-terrace; /perth-cbd/ngu; /perth/mount-street-breakfast-bar,n/a,A,148d,no,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/burswood/three-bs-bar-and-bistro,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-02-17T11:14:34.454Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,18,0 (no rendered path from homepage),/burswood; /burswood/crystal-club; /burswood/darrens-small-bar; /burswood/gladstones; /burswood/groove-bar-and-lounge; /burswood/hi-line-rooftop-bar; /burswood/la-vie-champagne-lounge; /burswood/lobby-lounge; /burswood/mesh-bar; /burswood/minq-bar-and-lounge; /burswood/pearl-room; /burswood/poolside-bar-and-grill; … 6 more measured sources,n/a,A,153d,yes,yes,no,legitimate,n/a,n/a,n/a,n/a,n/a
Crawled — currently not indexed,https://perthpintprices.com/scarborough/scarborough-sportsmens-club,2026-05-18,pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-06-03T00:36:56.238Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,2,0 (no rendered path from homepage),/karrinyup/good-company-bar; /scarborough,n/a,A,47d,yes,no,yes,legitimate,n/a,n/a,n/a,n/a,n/a
